area_sqft,bedrooms,bathrooms,property_age,parking_slots,floor_number,near_metro,balconies,location,furnishing,quality_grade,price_inr,area_per_room,luxury_score,age_bucket
1668.0,4,4,9,2,5,0,3,Developing Zone,Fully Furnished,Standard,10230754.0,208.5,5,Recent
1380.0,2,1,17,0,20,0,2,Developing Zone,Unfurnished,Good,5710718.0,460.0,2,Mature
1134.0,3,3,4,1,23,1,1,Budget Zone,Fully Furnished,Good,6327336.0,189.0,3,Recent
1046.0,2,2,32,1,16,1,1,Developing Zone,Semi-Furnished,Standard,4123928.0,261.5,3,Old
2839.0,6,5,24,1,23,0,1,IT Hub,Semi-Furnished,Premium,17432292.0,258.09090909090907,2,Old
1313.0,3,4,11,1,21,0,1,Budget Zone,Fully Furnished,Good,7675008.0,187.57142857142858,2,Mature
692.0,2,2,27,1,16,0,2,IT Hub,Fully Furnished,Luxury,6584014.0,173.0,3,Old
1087.0,2,1,1,0,12,0,1,IT Hub,Semi-Furnished,Standard,6533890.0,362.3333333333333,1,New
1423.0,3,3,13,0,21,0,1,Developing Zone,Semi-Furnished,Standard,6831160.0,237.16666666666666,1,Mature
1734.0,4,3,22,0,5,1,1,Budget Zone,Semi-Furnished,Good,6702265.0,247.71428571428572,2,Old
1738.0,3,3,0,2,14,0,2,Family Zone,Semi-Furnished,Standard,10585958.0,289.6666666666667,4,New
1802.0,3,3,24,1,20,0,1,Budget Zone,Semi-Furnished,Good,6519096.0,300.3333333333333,2,Old
1115.0,2,3,28,1,23,0,1,Developing Zone,Semi-Furnished,Luxury,7585877.0,223.0,2,Old
1627.0,3,4,20,1,7,0,3,Premium Central,Unfurnished,Standard,10959257.0,232.42857142857142,4,Mature
994.0,2,3,7,1,3,0,1,Premium Central,Unfurnished,Standard,8741383.0,198.8,2,Recent
1128.0,2,3,26,0,9,0,1,IT Hub,Fully Furnished,Good,8358768.0,225.6,1,Old
973.0,2,3,11,1,21,0,3,Developing Zone,Semi-Furnished,Good,5581753.0,194.6,4,Mature
832.0,1,1,25,1,13,0,1,IT Hub,Fully Furnished,Good,2533712.0,416.0,2,Old
2003.0,4,4,21,1,2,1,3,IT Hub,Semi-Furnished,Good,14194691.0,250.375,5,Old
1808.0,3,4,3,1,3,0,2,Developing Zone,Unfurnished,Premium,10715825.0,258.2857142857143,3,New
1958.0,4,5,3,2,9,1,2,Family Zone,Unfurnished,Standard,11665864.0,217.55555555555554,5,New
1470.0,4,5,0,2,9,1,1,Budget Zone,Unfurnished,Good,8908054.0,163.33333333333334,4,New
1854.0,3,2,2,0,4,0,0,Developing Zone,Fully Furnished,Premium,10483468.0,370.8,0,New
534.0,1,1,10,0,12,0,1,Family Zone,Unfurnished,Premium,5129410.0,267.0,1,Recent
1899.0,2,1,0,0,12,0,0,Budget Zone,Semi-Furnished,Good,8743350.0,633.0,0,New
1542.0,3,4,32,1,5,0,0,Budget Zone,Fully Furnished,Good,7025179.0,220.28571428571428,1,Old
1776.0,3,3,32,2,6,1,1,IT Hub,Fully Furnished,Standard,10970942.0,296.0,4,Old
1648.0,3,3,6,2,16,0,2,Premium Central,Unfurnished,Standard,12287820.0,274.6666666666667,4,Recent
937.0,3,4,10,1,23,1,0,Family Zone,Unfurnished,Standard,5381327.0,133.85714285714286,2,Recent
671.0,2,2,25,2,24,1,2,IT Hub,Unfurnished,Premium,6140472.0,167.75,5,Old
1080.0,2,3,23,1,14,1,3,Premium Central,Unfurnished,Good,9275263.0,216.0,5,Old
1744.0,3,2,20,2,1,1,2,Budget Zone,Unfurnished,Premium,9543193.0,348.8,5,Mature
1809.0,4,5,34,1,22,1,2,Family Zone,Semi-Furnished,Standard,8389151.0,201.0,4,Old
739.0,2,2,22,0,23,1,2,Developing Zone,Fully Furnished,Premium,5411485.0,184.75,3,Old
940.0,2,1,23,0,7,1,1,Budget Zone,Semi-Furnished,Premium,5196436.0,313.3333333333333,2,Old
1074.0,1,1,17,2,10,0,1,IT Hub,Semi-Furnished,Standard,6093687.0,537.0,3,Mature
1264.0,2,3,18,1,1,0,3,Family Zone,Unfurnished,Standard,5149410.0,252.8,4,Mature
742.0,2,2,10,1,20,0,2,Family Zone,Fully Furnished,Standard,4179724.0,185.5,3,Recent
711.0,3,3,18,1,19,0,2,Budget Zone,Semi-Furnished,Premium,4486338.0,118.5,3,Mature
1023.0,2,1,32,1,1,1,3,Developing Zone,Fully Furnished,Standard,4817586.0,341.0,5,Old
1495.0,2,3,13,2,17,0,1,Premium Central,Fully Furnished,Good,13588900.0,299.0,3,Mature
836.0,1,1,4,0,10,1,1,Budget Zone,Semi-Furnished,Good,4034078.0,418.0,2,Recent
1390.0,3,2,20,0,14,1,2,Developing Zone,Unfurnished,Premium,6890389.0,278.0,3,Mature
2000.0,3,2,27,1,6,0,0,Developing Zone,Unfurnished,Good,7617924.0,400.0,1,Old
773.0,2,3,33,1,20,1,1,Family Zone,Semi-Furnished,Good,4711437.0,154.6,3,Old
1343.0,3,3,18,0,10,0,2,Family Zone,Fully Furnished,Luxury,8982173.0,223.83333333333334,2,Mature
1983.0,4,3,27,0,21,1,1,Family Zone,Semi-Furnished,Standard,8546273.0,283.2857142857143,2,Old
1233.0,2,2,8,0,4,1,1,Budget Zone,Fully Furnished,Premium,6461017.0,308.25,2,Recent
1152.0,3,4,14,1,15,0,2,Developing Zone,Semi-Furnished,Standard,6528467.0,164.57142857142858,3,Mature
2055.0,4,5,14,0,8,1,0,IT Hub,Unfurnished,Good,12977661.0,228.33333333333334,1,Mature
1291.0,2,2,11,0,24,0,2,Family Zone,Semi-Furnished,Premium,7579223.0,322.75,2,Mature
2024.0,5,5,25,1,14,1,0,Family Zone,Semi-Furnished,Premium,11747334.0,202.4,2,Old
1673.0,3,2,30,2,18,1,2,Family Zone,Semi-Furnished,Premium,10774088.0,334.6,5,Old
1272.0,3,4,11,2,3,0,1,IT Hub,Semi-Furnished,Good,8712570.0,181.71428571428572,3,Mature
1699.0,2,2,4,1,17,1,1,Budget Zone,Unfurnished,Good,7712936.0,424.75,3,Recent
1617.0,4,4,28,1,3,1,1,Developing Zone,Semi-Furnished,Good,9043427.0,202.125,3,Old
1981.0,5,5,29,2,9,1,1,Family Zone,Unfurnished,Good,10821821.0,198.1,4,Old
1165.0,2,3,32,1,6,1,1,Developing Zone,Fully Furnished,Good,6550779.0,233.0,3,Old
1471.0,3,2,8,1,1,1,2,IT Hub,Unfurnished,Good,10751801.0,294.2,4,Recent
1418.0,3,3,25,1,15,0,2,Family Zone,Unfurnished,Good,6988471.0,236.33333333333334,3,Old
1816.0,3,3,25,1,6,1,0,IT Hub,Semi-Furnished,Good,10844435.0,302.6666666666667,2,Old
917.0,2,3,27,1,13,1,2,IT Hub,Semi-Furnished,Good,7092250.0,183.4,4,Old
1979.0,3,4,28,1,19,0,2,Family Zone,Semi-Furnished,Standard,10130319.0,282.7142857142857,3,Old
1692.0,3,2,33,0,5,0,2,Premium Central,Semi-Furnished,Premium,12238882.0,338.4,2,Old
765.0,3,3,16,2,18,0,1,Family Zone,Fully Furnished,Good,4781636.0,127.5,3,Mature
2078.0,5,5,2,1,8,0,0,IT Hub,Semi-Furnished,Standard,14989852.0,207.8,1,New
2612.0,4,4,6,1,8,0,3,Developing Zone,Semi-Furnished,Premium,14543258.0,326.5,4,Recent
1971.0,3,3,31,0,14,0,1,Family Zone,Semi-Furnished,Premium,9017057.0,328.5,1,Old
2192.0,4,5,29,1,16,1,1,Family Zone,Unfurnished,Standard,10118773.0,243.55555555555554,3,Old
1494.0,3,3,0,1,16,0,2,Budget Zone,Semi-Furnished,Standard,8256596.0,249.0,3,New
586.0,1,1,12,0,5,0,1,Developing Zone,Unfurnished,Standard,2387618.0,293.0,1,Mature
491.0,2,1,8,1,14,1,2,Premium Central,Semi-Furnished,Standard,4723428.0,163.66666666666666,4,Recent
1583.0,4,3,11,1,7,0,0,Family Zone,Unfurnished,Premium,10370331.0,226.14285714285714,1,Mature
1142.0,2,3,22,2,7,0,2,Budget Zone,Fully Furnished,Luxury,7912815.0,228.4,4,Old
974.0,3,3,17,0,23,1,3,Developing Zone,Semi-Furnished,Standard,4490126.0,162.33333333333334,4,Mature
1417.0,3,3,16,2,3,1,3,Developing Zone,Fully Furnished,Premium,9454168.0,236.16666666666666,6,Mature
1770.0,3,3,15,1,10,1,3,Budget Zone,Semi-Furnished,Standard,8418111.0,295.0,5,Mature
695.0,1,1,22,0,11,0,2,Premium Central,Unfurnished,Good,4177754.0,347.5,2,Old
1217.0,3,4,23,0,6,0,1,Family Zone,Fully Furnished,Premium,6381813.0,173.85714285714286,1,Old
2235.0,4,5,1,0,19,1,3,Developing Zone,Semi-Furnished,Good,13954445.0,248.33333333333334,4,New
891.0,2,2,4,1,12,1,3,Family Zone,Fully Furnished,Standard,6724016.0,222.75,5,Recent
1902.0,4,5,11,1,18,1,1,Budget Zone,Semi-Furnished,Good,11193048.0,211.33333333333334,3,Mature
1198.0,2,1,15,1,10,1,1,Developing Zone,Semi-Furnished,Luxury,7168909.0,399.3333333333333,3,Mature
1734.0,3,3,34,0,22,0,0,IT Hub,Fully Furnished,Good,8860658.0,289.0,0,Old
2021.0,5,5,31,2,18,0,1,Family Zone,Semi-Furnished,Standard,8921804.0,202.1,3,Old
1835.0,4,4,22,0,8,1,2,Premium Central,Semi-Furnished,Standard,11969180.0,229.375,3,Old
1923.0,3,2,1,1,24,1,1,Family Zone,Semi-Furnished,Good,11747680.0,384.6,3,New
851.0,2,3,3,2,21,0,1,Family Zone,Semi-Furnished,Good,8631615.0,170.2,3,New
2029.0,4,3,16,2,15,1,1,IT Hub,Fully Furnished,Premium,15277809.0,289.85714285714283,4,Mature
1007.0,4,3,20,1,1,0,0,Premium Central,Semi-Furnished,Premium,7614915.0,143.85714285714286,1,Mature
1585.0,3,4,23,1,15,1,3,IT Hub,Semi-Furnished,Premium,10071474.0,226.42857142857142,5,Old
1584.0,3,4,4,0,17,0,1,Premium Central,Fully Furnished,Premium,12512198.0,226.28571428571428,1,Recent
1702.0,4,4,31,0,9,1,0,IT Hub,Semi-Furnished,Standard,8408071.0,212.75,1,Old
1625.0,2,1,17,1,4,0,0,IT Hub,Semi-Furnished,Good,8998681.0,541.6666666666666,1,Mature
1011.0,2,2,20,0,14,1,2,Budget Zone,Semi-Furnished,Good,4597624.0,252.75,3,Mature
748.0,3,3,1,1,20,1,2,IT Hub,Unfurnished,Good,5231947.0,124.66666666666667,4,New
1904.0,4,5,28,0,8,0,0,Family Zone,Semi-Furnished,Luxury,10773903.0,211.55555555555554,0,Old
1547.0,2,3,19,2,11,1,0,Family Zone,Unfurnished,Premium,10737045.0,309.4,3,Mature
2048.0,4,4,7,2,1,1,1,Family Zone,Unfurnished,Luxury,15939349.0,256.0,4,Recent
1427.0,4,5,11,2,17,1,1,Premium Central,Semi-Furnished,Good,11209570.0,158.55555555555554,4,Mature
719.0,2,1,12,1,21,0,2,Premium Central,Semi-Furnished,Good,5415031.0,239.66666666666666,3,Mature
1952.0,3,3,0,0,19,1,0,Developing Zone,Fully Furnished,Good,10719590.0,325.3333333333333,1,New
1257.0,2,2,32,0,11,1,1,IT Hub,Unfurnished,Standard,5669957.0,314.25,2,Old
1628.0,3,2,28,1,2,1,1,IT Hub,Unfurnished,Standard,7232837.0,325.6,3,Old
1113.0,3,2,31,1,12,0,1,Developing Zone,Fully Furnished,Good,6428637.0,222.6,2,Old
2305.0,5,5,12,1,23,1,1,Budget Zone,Unfurnished,Standard,9843020.0,230.5,3,Mature
994.0,3,4,19,1,3,0,0,Budget Zone,Unfurnished,Luxury,5837748.0,142.0,1,Mature
1275.0,3,3,16,1,6,0,1,IT Hub,Unfurnished,Standard,8677042.0,212.5,2,Mature
1506.0,2,2,16,0,21,0,0,Family Zone,Semi-Furnished,Standard,6629781.0,376.5,0,Mature
882.0,1,1,20,1,14,0,0,Premium Central,Fully Furnished,Premium,7908225.0,441.0,1,Mature
1622.0,4,3,15,1,5,0,3,Family Zone,Fully Furnished,Standard,8364170.0,231.71428571428572,4,Mature
2288.0,3,4,27,1,1,0,1,Premium Central,Semi-Furnished,Luxury,16219716.0,326.85714285714283,2,Old
1195.0,2,1,2,2,10,1,1,Developing Zone,Unfurnished,Premium,8279675.0,398.3333333333333,4,New
1655.0,3,3,6,1,15,1,0,IT Hub,Semi-Furnished,Standard,13188598.0,275.8333333333333,2,Recent
450.0,1,1,31,1,21,0,2,Budget Zone,Semi-Furnished,Premium,2586219.0,225.0,3,Old
1430.0,2,2,30,2,22,1,3,Family Zone,Unfurnished,Good,7743801.0,357.5,6,Old
1287.0,3,3,28,0,11,1,2,IT Hub,Unfurnished,Premium,7346392.0,214.5,3,Old
1024.0,3,4,12,1,11,1,1,Premium Central,Semi-Furnished,Premium,11230390.0,146.28571428571428,3,Mature
2012.0,5,5,15,1,23,1,2,IT Hub,Unfurnished,Premium,13102604.0,201.2,4,Mature
1280.0,3,2,0,1,19,1,1,Budget Zone,Semi-Furnished,Good,6394249.0,256.0,3,New
1358.0,3,4,9,0,6,1,2,Developing Zone,Semi-Furnished,Good,7955602.0,194.0,3,Recent
1254.0,2,2,25,2,17,1,2,Budget Zone,Unfurnished,Premium,8150822.0,313.5,5,Old
453.0,1,2,12,2,18,1,0,Budget Zone,Semi-Furnished,Luxury,7415315.0,151.0,3,Mature
861.0,2,1,16,0,6,0,1,Family Zone,Fully Furnished,Good,4574031.0,287.0,1,Mature
1950.0,4,4,4,0,24,1,1,IT Hub,Semi-Furnished,Premium,13954021.0,243.75,2,Recent
450.0,1,1,17,0,8,1,0,IT Hub,Fully Furnished,Good,2323474.0,225.0,1,Mature
1052.0,1,1,25,1,14,1,2,IT Hub,Semi-Furnished,Premium,7682516.0,526.0,4,Old
1242.0,2,2,20,1,12,1,0,IT Hub,Fully Furnished,Luxury,10486459.0,310.5,2,Mature
2357.0,5,5,19,0,17,0,2,IT Hub,Unfurnished,Standard,13742809.0,235.7,2,Mature
1850.0,4,4,32,2,22,0,3,Budget Zone,Semi-Furnished,Standard,7474137.0,231.25,5,Old
1160.0,2,2,8,1,10,1,1,Developing Zone,Unfurnished,Good,6869320.0,290.0,3,Recent
2128.0,6,5,10,1,10,1,1,Family Zone,Semi-Furnished,Good,13725537.0,193.45454545454547,3,Recent
1065.0,2,1,21,1,19,1,1,IT Hub,Semi-Furnished,Good,6253785.0,355.0,3,Old
1975.0,4,4,16,1,23,1,2,Budget Zone,Unfurnished,Standard,8649088.0,246.875,4,Mature
743.0,2,2,34,1,22,1,1,Family Zone,Fully Furnished,Good,3493563.0,185.75,3,Old
2008.0,4,4,2,1,19,1,1,Family Zone,Semi-Furnished,Good,13424145.0,251.0,3,New
1239.0,2,1,4,1,17,0,1,Budget Zone,Unfurnished,Good,6258881.0,413.0,2,Recent
915.0,3,2,11,2,19,1,3,Developing Zone,Unfurnished,Premium,7329923.0,183.0,6,Mature
1337.0,3,3,16,1,23,0,1,Premium Central,Semi-Furnished,Premium,11762418.0,222.83333333333334,2,Mature
1594.0,4,5,31,2,1,1,1,Family Zone,Semi-Furnished,Good,7659817.0,177.11111111111111,4,Old
1193.0,3,3,17,1,15,0,3,Developing Zone,Semi-Furnished,Premium,6642175.0,198.83333333333334,4,Mature
1738.0,3,2,15,1,1,1,0,IT Hub,Unfurnished,Good,10602418.0,347.6,2,Mature
1147.0,3,3,5,1,14,0,0,Developing Zone,Fully Furnished,Good,6308463.0,191.16666666666666,1,Recent
1773.0,3,4,15,1,10,0,1,IT Hub,Fully Furnished,Good,11743334.0,253.28571428571428,2,Mature
1680.0,3,3,18,1,8,1,0,Developing Zone,Semi-Furnished,Standard,7623833.0,280.0,2,Mature
1418.0,2,2,20,0,22,1,1,Family Zone,Semi-Furnished,Good,8708987.0,354.5,2,Mature
1220.0,1,1,21,0,18,0,1,Developing Zone,Fully Furnished,Good,5557280.0,610.0,1,Old
1529.0,3,3,15,0,14,1,2,Developing Zone,Fully Furnished,Premium,10573287.0,254.83333333333334,3,Mature
1736.0,3,3,5,2,22,0,1,Premium Central,Semi-Furnished,Premium,15486603.0,289.3333333333333,3,Recent
2522.0,3,3,5,2,3,0,1,Developing Zone,Fully Furnished,Standard,12585299.0,420.3333333333333,3,Recent
1938.0,4,4,5,1,16,0,1,Budget Zone,Fully Furnished,Good,10119005.0,242.25,2,Recent
1958.0,5,5,21,0,4,1,2,Developing Zone,Fully Furnished,Standard,10235084.0,195.8,3,Old
3056.0,6,5,29,2,6,1,2,IT Hub,Semi-Furnished,Premium,20931525.0,277.8181818181818,5,Old
1718.0,3,2,30,1,5,1,2,IT Hub,Unfurnished,Premium,10400513.0,343.6,4,Old
1702.0,3,4,10,1,14,1,2,Premium Central,Unfurnished,Good,12496712.0,243.14285714285714,4,Recent
1816.0,4,3,2,1,16,1,2,Developing Zone,Semi-Furnished,Good,9566178.0,259.42857142857144,4,New
925.0,3,2,22,1,19,1,2,Developing Zone,Semi-Furnished,Good,4916229.0,185.0,4,Old
1219.0,2,2,1,0,11,1,0,Budget Zone,Semi-Furnished,Good,4882719.0,304.75,1,New
1187.0,3,3,21,1,23,0,3,Family Zone,Semi-Furnished,Premium,9259242.0,197.83333333333334,4,Old
1787.0,4,3,13,1,9,0,2,Premium Central,Semi-Furnished,Premium,15185772.0,255.28571428571428,3,Mature
1359.0,3,4,29,0,4,0,1,IT Hub,Fully Furnished,Good,7317196.0,194.14285714285714,1,Old
1522.0,3,4,21,1,1,1,0,Family Zone,Unfurnished,Good,7320805.0,217.42857142857142,2,Old
2015.0,4,4,25,1,4,1,1,Developing Zone,Unfurnished,Standard,9498307.0,251.875,3,Old
1899.0,5,5,14,1,11,0,1,Premium Central,Fully Furnished,Standard,13384491.0,189.9,2,Mature
1366.0,4,3,29,2,10,1,2,Family Zone,Fully Furnished,Standard,6654260.0,195.14285714285714,5,Old
1102.0,3,4,18,2,21,1,1,Budget Zone,Fully Furnished,Good,6214789.0,157.42857142857142,4,Mature
2040.0,5,5,21,1,4,0,0,Developing Zone,Fully Furnished,Luxury,12040679.0,204.0,1,Old
1852.0,3,3,12,1,7,0,1,Budget Zone,Fully Furnished,Good,9475358.0,308.6666666666667,2,Mature
615.0,3,3,15,1,24,0,2,Developing Zone,Semi-Furnished,Standard,4406405.0,102.5,3,Mature
1287.0,3,4,29,1,1,0,0,Budget Zone,Semi-Furnished,Standard,4885064.0,183.85714285714286,1,Old
1536.0,5,5,13,0,11,1,2,Family Zone,Unfurnished,Good,9411040.0,153.6,3,Mature
1855.0,3,4,0,1,5,1,1,Family Zone,Semi-Furnished,Premium,14279390.0,265.0,3,New
1923.0,3,4,13,1,13,0,1,Developing Zone,Fully Furnished,Good,9942700.0,274.7142857142857,2,Mature
1598.0,3,1,13,1,24,0,1,Developing Zone,Semi-Furnished,Premium,7012821.0,399.5,2,Mature
1754.0,4,4,14,2,6,0,1,Premium Central,Semi-Furnished,Premium,14285526.0,219.25,3,Mature
1483.0,4,4,2,1,9,0,2,IT Hub,Unfurnished,Standard,9441118.0,185.375,3,New
1100.0,2,2,4,1,11,0,2,Family Zone,Unfurnished,Good,6690612.0,275.0,3,Recent
1314.0,3,2,11,0,20,1,0,Developing Zone,Unfurnished,Luxury,7440363.0,262.8,1,Mature
1460.0,4,4,14,0,24,1,1,Premium Central,Unfurnished,Good,10773561.0,182.5,2,Mature
1432.0,3,3,1,1,3,1,2,Developing Zone,Fully Furnished,Standard,9782415.0,238.66666666666666,4,New
470.0,1,2,13,1,12,0,2,Developing Zone,Semi-Furnished,Luxury,6897731.0,156.66666666666666,3,Mature
1243.0,3,4,11,0,19,1,1,Premium Central,Fully Furnished,Premium,10230736.0,177.57142857142858,2,Mature
1479.0,4,3,1,0,1,0,2,Family Zone,Semi-Furnished,Good,8283255.0,211.28571428571428,2,New
1304.0,3,3,8,0,20,0,0,IT Hub,Unfurnished,Good,7497074.0,217.33333333333334,0,Recent
1322.0,3,3,9,1,6,1,0,Family Zone,Unfurnished,Standard,8217856.0,220.33333333333334,2,Recent
1704.0,3,4,5,1,13,1,2,Family Zone,Fully Furnished,Premium,12741163.0,243.42857142857142,4,Recent
889.0,2,2,26,1,24,0,2,Developing Zone,Unfurnished,Good,2927102.0,222.25,3,Old
603.0,2,3,2,0,16,1,2,Developing Zone,Fully Furnished,Standard,5787660.0,120.6,3,New
1269.0,3,2,20,0,24,1,1,Developing Zone,Unfurnished,Premium,7450551.0,253.8,2,Mature
1847.0,3,3,23,0,15,1,1,Budget Zone,Semi-Furnished,Luxury,9261906.0,307.8333333333333,2,Old
2328.0,4,4,28,1,6,1,2,IT Hub,Fully Furnished,Premium,14896835.0,291.0,4,Old
1857.0,3,3,19,0,17,0,1,Developing Zone,Unfurnished,Good,8157652.0,309.5,1,Mature
687.0,2,2,18,1,15,1,1,Family Zone,Unfurnished,Standard,3396707.0,171.75,3,Mature
1329.0,3,3,26,2,8,0,2,IT Hub,Fully Furnished,Luxury,10481064.0,221.5,4,Old
1583.0,3,4,29,1,2,0,1,IT Hub,Unfurnished,Luxury,9944992.0,226.14285714285714,2,Old
1542.0,3,3,7,2,16,1,1,Family Zone,Semi-Furnished,Good,11391053.0,257.0,4,Recent
1730.0,3,2,27,0,14,1,1,Family Zone,Semi-Furnished,Good,8707812.0,346.0,2,Old
973.0,3,3,16,1,19,0,2,Premium Central,Unfurnished,Good,8443959.0,162.16666666666666,3,Mature
1484.0,3,1,3,2,4,1,1,Family Zone,Fully Furnished,Good,11828430.0,371.0,4,New
1669.0,3,3,21,1,13,1,0,IT Hub,Fully Furnished,Standard,10736019.0,278.1666666666667,2,Old
1879.0,4,5,34,1,20,1,0,Premium Central,Semi-Furnished,Standard,11768215.0,208.77777777777777,2,Old
1031.0,1,2,4,2,22,0,0,IT Hub,Fully Furnished,Standard,8752158.0,343.6666666666667,2,Recent
1271.0,2,3,0,1,23,0,1,Developing Zone,Unfurnished,Premium,9002298.0,254.2,2,New
450.0,2,1,32,1,6,0,1,Family Zone,Unfurnished,Standard,2594831.0,150.0,2,Old
1127.0,1,1,20,1,5,0,0,Budget Zone,Semi-Furnished,Standard,3727483.0,563.5,1,Mature
1177.0,3,3,7,0,14,0,1,Family Zone,Fully Furnished,Good,8469527.0,196.16666666666666,1,Recent
920.0,3,3,27,0,12,0,0,Premium Central,Unfurnished,Standard,4841502.0,153.33333333333334,0,Old
1536.0,3,3,13,0,6,0,1,Family Zone,Unfurnished,Standard,7121155.0,256.0,1,Mature
1421.0,3,4,11,2,3,0,0,Family Zone,Semi-Furnished,Good,8836472.0,203.0,2,Mature
450.0,2,3,10,1,4,1,1,Budget Zone,Fully Furnished,Good,4896319.0,90.0,3,Recent
1562.0,3,2,20,1,9,1,2,Premium Central,Unfurnished,Good,12049490.0,312.4,4,Mature
967.0,3,2,4,0,18,0,2,Budget Zone,Semi-Furnished,Luxury,8101139.0,193.4,2,Recent
1703.0,3,3,12,1,2,1,1,Budget Zone,Semi-Furnished,Standard,7892676.0,283.8333333333333,3,Mature
783.0,1,1,10,2,3,0,2,Developing Zone,Semi-Furnished,Luxury,6632000.0,391.5,4,Recent
1466.0,2,1,2,1,7,0,2,Budget Zone,Unfurnished,Luxury,8654451.0,488.6666666666667,3,New
1303.0,3,3,26,1,21,1,0,Family Zone,Unfurnished,Premium,6183669.0,217.16666666666666,2,Old
1608.0,4,3,0,2,24,0,1,Family Zone,Semi-Furnished,Good,12379124.0,229.71428571428572,3,New
1515.0,3,4,33,2,11,0,2,Developing Zone,Semi-Furnished,Good,6650944.0,216.42857142857142,4,Old
1317.0,2,1,3,2,2,0,1,Budget Zone,Fully Furnished,Good,8567386.0,439.0,3,New
651.0,1,1,12,1,1,1,1,Budget Zone,Semi-Furnished,Premium,5287966.0,325.5,3,Mature
682.0,2,1,3,0,21,1,1,Developing Zone,Semi-Furnished,Standard,4502759.0,227.33333333333334,2,New
1146.0,4,4,12,1,11,0,0,Budget Zone,Fully Furnished,Luxury,8070517.0,143.25,1,Mature
1446.0,3,3,21,1,2,0,3,IT Hub,Semi-Furnished,Good,8547605.0,241.0,4,Old
1134.0,2,1,3,2,21,0,0,Developing Zone,Semi-Furnished,Premium,7076118.0,378.0,2,New
1775.0,4,5,18,0,13,1,0,Developing Zone,Fully Furnished,Good,11260619.0,197.22222222222223,1,Mature
1305.0,3,2,27,1,9,0,0,Developing Zone,Unfurnished,Standard,4273565.0,261.0,1,Old
948.0,2,2,15,2,11,1,1,Developing Zone,Semi-Furnished,Good,7429341.0,237.0,4,Mature
1305.0,2,2,3,2,6,1,2,Budget Zone,Fully Furnished,Good,10110266.0,326.25,5,New
1567.0,4,5,24,1,23,0,2,Budget Zone,Unfurnished,Good,6039428.0,174.11111111111111,3,Old
1619.0,2,1,6,2,19,1,3,IT Hub,Semi-Furnished,Good,12596891.0,539.6666666666666,6,Recent
2427.0,5,4,0,0,5,0,1,Budget Zone,Unfurnished,Standard,10064900.0,269.6666666666667,1,New
1102.0,2,2,15,1,18,0,1,Family Zone,Unfurnished,Good,4852316.0,275.5,2,Mature
1412.0,3,3,9,0,5,0,1,Family Zone,Semi-Furnished,Good,8020116.0,235.33333333333334,1,Recent
1672.0,4,5,0,2,11,0,0,Developing Zone,Unfurnished,Luxury,12611156.0,185.77777777777777,2,New
1438.0,2,3,27,2,18,1,2,Family Zone,Fully Furnished,Standard,7500226.0,287.6,5,Old
1190.0,2,2,20,0,1,1,1,IT Hub,Fully Furnished,Good,7645001.0,297.5,2,Mature
644.0,1,1,31,0,18,0,1,IT Hub,Fully Furnished,Good,2769306.0,322.0,1,Old
1184.0,3,2,16,1,6,0,1,Developing Zone,Unfurnished,Good,7638176.0,236.8,2,Mature
892.0,2,1,15,1,17,1,2,Developing Zone,Unfurnished,Good,3375756.0,297.3333333333333,4,Mature
552.0,1,1,29,2,12,0,1,Developing Zone,Unfurnished,Good,2514879.0,276.0,3,Old
1036.0,2,2,2,0,1,0,2,Family Zone,Unfurnished,Luxury,8025339.0,259.0,2,New
906.0,3,4,12,1,19,1,2,IT Hub,Fully Furnished,Good,7691275.0,129.42857142857142,4,Mature
1754.0,3,4,27,1,7,1,2,Developing Zone,Semi-Furnished,Premium,9486712.0,250.57142857142858,4,Old
1763.0,4,3,10,1,23,1,0,Developing Zone,Unfurnished,Standard,9070239.0,251.85714285714286,2,Recent
980.0,2,1,30,0,21,0,0,Premium Central,Fully Furnished,Good,6425351.0,326.6666666666667,0,Old
1315.0,2,2,9,2,5,0,1,Budget Zone,Semi-Furnished,Good,7096965.0,328.75,3,Recent
484.0,2,2,14,1,15,0,2,Family Zone,Unfurnished,Standard,3545203.0,121.0,3,Mature
1193.0,2,3,31,1,9,1,3,IT Hub,Unfurnished,Good,8365942.0,238.6,5,Old
1657.0,3,2,8,1,15,0,1,Budget Zone,Semi-Furnished,Premium,9475228.0,331.4,2,Recent
1879.0,4,3,33,2,14,0,1,Budget Zone,Fully Furnished,Premium,7851457.0,268.42857142857144,3,Old
1079.0,2,1,1,2,8,0,1,Budget Zone,Unfurnished,Good,6702027.0,359.6666666666667,3,New
1997.0,3,4,9,2,16,1,2,Premium Central,Fully Furnished,Good,17706373.0,285.2857142857143,5,Recent
662.0,2,2,20,1,7,1,1,Budget Zone,Fully Furnished,Good,3564272.0,165.5,3,Mature
801.0,2,2,20,2,22,1,1,Developing Zone,Fully Furnished,Standard,3361705.0,200.25,4,Mature
1819.0,4,4,31,1,23,0,2,Budget Zone,Unfurnished,Standard,3713332.0,227.375,3,Old
2319.0,6,5,33,1,4,1,1,Budget Zone,Unfurnished,Premium,9651700.0,210.8181818181818,3,Old
1707.0,4,4,23,1,18,0,1,Family Zone,Fully Furnished,Luxury,11367964.0,213.375,2,Old
